date,team,site,o_team,line,total
20210430,Kings,away,Lakers,-,-
20210430,Nets,home,Trailblazers,-,-
20210430,Trailblazers,away,Nets,-,-
20210430,Seventysixers,home,Hawks,-,-
20210430,Hawks,away,Seventysixers,-,-
20210430,Suns,home,Jazz,-,-
20210430,Jazz,away,Suns,-,-
20210501,Cavaliers,home,Heat,-,-
20210501,Heat,away,Cavaliers,-,-
20210501,Clippers,home,Nuggets,-,-
20210501,Nuggets,away,Clippers,-,-
20210501,Hawks,home,Bulls,-,-
20210501,Bulls,away,Hawks,-,-
20210501,Hornets,home,Pistons,-,-
20210501,Pistons,away,Hornets,-,-
20210501,Jazz,home,Raptors,-,-
20210501,Raptors,away,Jazz,-,-
20210501,Magic,home,Grizzlies,-,-
20210501,Grizzlies,away,Magic,-,-
20210501,Mavericks,home,Wizards,-,-
20210501,Wizards,away,Mavericks,-,-
20210501,Rockets,home,Warriors,-,-
20210501,Warriors,away,Rockets,-,-
20210501,Thunder,home,Pacers,-,-
20210501,Pacers,away,Thunder,-,-
20210501,Timberwolves,home,Pelicans,-,-
20210501,Pelicans,away,Timberwolves,-,-
20210502,Bucks,home,Nets,-,-
20210502,Nets,away,Bucks,-,-
20210502,Celtics,home,Trailblazers,-,-
20210502,Trailblazers,away,Celtics,-,-
20210502,Hornets,home,Heat,-,-
20210502,Heat,away,Hornets,-,-
20210502,Lakers,home,Raptors,-,-
20210502,Raptors,away,Lakers,-,-
20210502,Mavericks,home,Kings,-,-
20210502,Kings,away,Mavericks,-,-
20210502,Rockets,home,Knicks,-,-
20210502,Knicks,away,Rockets,-,-
20210502,Spurs,home,Seventysixers,-,-
20210502,Seventysixers,away,Spurs,-,-
20210502,Thunder,home,Suns,-,-
20210502,Suns,away,Thunder,-,-
20210503,Bulls,home,Seventysixers,-,-
20210503,Seventysixers,away,Bulls,-,-
20210503,Grizzlies,home,Knicks,-,-
20210503,Knicks,away,Grizzlies,-,-
20210503,Hawks,home,Trailblazers,-,-
20210503,Trailblazers,away,Hawks,-,-
20210503,Jazz,home,Spurs,-,-
20210503,Spurs,away,Jazz,-,-
20210503,Lakers,home,Nuggets,-,-
20210503,Nuggets,away,Lakers,-,-
20210503,Pelicans,home,Warriors,-,-
20210503,Warriors,away,Pelicans,-,-
20210503,Pistons,home,Magic,-,-
20210503,Magic,away,Pistons,-,-
20210503,Wizards,home,Pacers,-,-
20210503,Pacers,away,Wizards,-,-
20210504,Bucks,home,Nets,-,-
20210504,Nets,away,Bucks,-,-
20210504,Cavaliers,home,Suns,-,-
20210504,Suns,away,Cavaliers,-,-
20210504,Clippers,home,Raptors,-,-
20210504,Raptors,away,Clippers,-,-
20210504,Heat,home,Mavericks,-,-
20210504,Mavericks,away,Heat,-,-
20210504,Pelicans,home,Warriors,-,-
20210504,Warriors,away,Pelicans,-,-
20210504,Pistons,home,Hornets,-,-
20210504,Hornets,away,Pistons,-,-
20210504,Thunder,home,Kings,-,-
20210504,Kings,away,Thunder,-,-
20210505,Bucks,home,Wizards,-,-
20210505,Wizards,away,Bucks,-,-
20210505,Cavaliers,home,Trailblazers,-,-
20210505,Trailblazers,away,Cavaliers,-,-
20210505,Hawks,home,Suns,-,-
20210505,Suns,away,Hawks,-,-
20210505,Jazz,home,Spurs,-,-
20210505,Spurs,away,Jazz,-,-
20210505,Magic,home,Celtics,-,-
20210505,Celtics,away,Magic,-,-
20210505,Nuggets,home,Knicks,-,-
20210505,Knicks,away,Nuggets,-,-
20210505,Pacers,home,Kings,-,-
20210505,Kings,away,Pacers,-,-
20210505,Rockets,home,Seventysixers,-,-
20210505,Seventysixers,away,Rockets,-,-
20210505,Timberwolves,home,Grizzlies,-,-
20210505,Grizzlies,away,Timberwolves,-,-
20210506,Clippers,home,Lakers,-,-
20210506,Lakers,away,Clippers,-,-
20210506,Hornets,home,Bulls,-,-
20210506,Bulls,away,Hornets,-,-
20210506,Mavericks,home,Nets,-,-
20210506,Nets,away,Mavericks,-,-
20210506,Pacers,home,Hawks,-,-
20210506,Hawks,away,Pacers,-,-
20210506,Pistons,home,Grizzlies,-,-
20210506,Grizzlies,away,Pistons,-,-
20210506,Raptors,home,Wizards,-,-
20210506,Wizards,away,Raptors,-,-
20210506,Warriors,home,Thunder,-,-
20210506,Thunder,away,Warriors,-,-
20210507,Bucks,home,Rockets,-,-
20210507,Rockets,away,Bucks,-,-
20210507,Bulls,home,Celtics,-,-
20210507,Celtics,away,Bulls,-,-
20210507,Heat,home,Timberwolves,-,-
20210507,Timberwolves,away,Heat,-,-
20210507,Hornets,home,Magic,-,-
20210507,Magic,away,Hornets,-,-
20210507,Jazz,home,Nuggets,-,-
20210507,Nuggets,away,Jazz,-,-
20210507,Kings,home,Spurs,-,-
20210507,Spurs,away,Kings,-,-
20210507,Mavericks,home,Cavaliers,-,-
20210507,Cavaliers,away,Mavericks,-,-
20210507,Seventysixers,home,Pelicans,-,-
20210507,Pelicans,away,Seventysixers,-,-
20210507,Suns,home,Knicks,-,-
20210507,Knicks,away,Suns,-,-
20210507,Trailblazers,home,Lakers,-,-
20210507,Lakers,away,Trailblazers,-,-
20210508,Jazz,home,Rockets,-,-
20210508,Rockets,away,Jazz,-,-
20210508,Nuggets,home,Nets,-,-
20210508,Nets,away,Nuggets,-,-
20210508,Pacers,home,Wizards,-,-
20210508,Wizards,away,Pacers,-,-
20210508,Raptors,home,Grizzlies,-,-
20210508,Grizzlies,away,Raptors,-,-
20210508,Seventysixers,home,Pistons,-,-
20210508,Pistons,away,Seventysixers,-,-
20210508,Trailblazers,home,Spurs,-,-
20210508,Spurs,away,Trailblazers,-,-
20210508,Warriors,home,Thunder,-,-
20210508,Thunder,away,Warriors,-,-
20210509,Cavaliers,home,Mavericks,-,-
20210509,Mavericks,away,Cavaliers,-,-
20210509,Celtics,home,Heat,-,-
20210509,Heat,away,Celtics,-,-
20210509,Clippers,home,Knicks,-,-
20210509,Knicks,away,Clippers,-,-
20210509,Hornets,home,Pelicans,-,-
20210509,Pelicans,away,Hornets,-,-
20210509,Kings,home,Thunder,-,-
20210509,Thunder,away,Kings,-,-
20210509,Lakers,home,Suns,-,-
20210509,Suns,away,Lakers,-,-
20210509,Magic,home,Timberwolves,-,-
20210509,Timberwolves,away,Magic,-,-
20210509,Pistons,home,Bulls,-,-
20210509,Bulls,away,Pistons,-,-
20210510,Cavaliers,home,Pacers,-,-
20210510,Pacers,away,Cavaliers,-,-
20210510,Grizzlies,home,Pelicans,-,-
20210510,Pelicans,away,Grizzlies,-,-
20210510,Hawks,home,Wizards,-,-
20210510,Wizards,away,Hawks,-,-
20210510,Spurs,home,Bucks,-,-
20210510,Bucks,away,Spurs,-,-
20210510,Trailblazers,home,Rockets,-,-
20210510,Rockets,away,Trailblazers,-,-
20210510,Warriors,home,Jazz,-,-
20210510,Jazz,away,Warriors,-,-
20210511,Bucks,home,Magic,-,-
20210511,Magic,away,Bucks,-,-
20210511,Bulls,home,Nets,-,-
20210511,Nets,away,Bulls,-,-
20210511,Celtics,home,Heat,-,-
20210511,Heat,away,Celtics,-,-
20210511,Grizzlies,home,Mavericks,-,-
20210511,Mavericks,away,Grizzlies,-,-
20210511,Hornets,home,Nuggets,-,-
20210511,Nuggets,away,Hornets,-,-
20210511,Kings,home,Thunder,-,-
20210511,Thunder,away,Kings,-,-
20210511,Lakers,home,Knicks,-,-
20210511,Knicks,away,Lakers,-,-
20210511,Pacers,home,Seventysixers,-,-
20210511,Seventysixers,away,Pacers,-,-
20210511,Pistons,home,Timberwolves,-,-
20210511,Timberwolves,away,Pistons,-,-
20210511,Raptors,home,Clippers,-,-
20210511,Clippers,away,Raptors,-,-
20210511,Warriors,home,Suns,-,-
20210511,Suns,away,Warriors,-,-
20210512,Cavaliers,home,Celtics,-,-
20210512,Celtics,away,Cavaliers,-,-
20210512,Hawks,home,Wizards,-,-
20210512,Wizards,away,Hawks,-,-
20210512,Jazz,home,Trailblazers,-,-
20210512,Trailblazers,away,Jazz,-,-
20210512,Lakers,home,Rockets,-,-
20210512,Rockets,away,Lakers,-,-
20210512,Mavericks,home,Pelicans,-,-
20210512,Pelicans,away,Mavericks,-,-
20210512,Nets,home,Spurs,-,-
20210512,Spurs,away,Nets,-,-
20210513,Bulls,home,Raptors,-,-
20210513,Raptors,away,Bulls,-,-
20210513,Grizzlies,home,Kings,-,-
20210513,Kings,away,Grizzlies,-,-
20210513,Hawks,home,Magic,-,-
20210513,Magic,away,Hawks,-,-
20210513,Heat,home,Seventysixers,-,-
20210513,Seventysixers,away,Heat,-,-
20210513,Hornets,home,Clippers,-,-
20210513,Clippers,away,Hornets,-,-
20210513,Knicks,home,Spurs,-,-
20210513,Spurs,away,Knicks,-,-
20210513,Pacers,home,Bucks,-,-
20210513,Bucks,away,Pacers,-,-
20210513,Suns,home,Trailblazers,-,-
20210513,Trailblazers,away,Suns,-,-
20210513,Timberwolves,home,Nuggets,-,-
20210513,Nuggets,away,Timberwolves,-,-
20210514,Grizzlies,home,Kings,-,-
20210514,Kings,away,Grizzlies,-,-
20210514,Mavericks,home,Raptors,-,-
20210514,Raptors,away,Mavericks,-,-
20210514,Pistons,home,Nuggets,-,-
20210514,Nuggets,away,Pistons,-,-
20210514,Rockets,home,Clippers,-,-
20210514,Clippers,away,Rockets,-,-
20210514,Seventysixers,home,Magic,-,-
20210514,Magic,away,Seventysixers,-,-
20210514,Thunder,home,Jazz,-,-
20210514,Jazz,away,Thunder,-,-
20210514,Warriors,home,Pelicans,-,-
20210514,Pelicans,away,Warriors,-,-
20210514,Wizards,home,Cavaliers,-,-
20210514,Cavaliers,away,Wizards,-,-
20210515,Bucks,home,Heat,-,-
20210515,Heat,away,Bucks,-,-
20210515,Knicks,home,Hornets,-,-
20210515,Hornets,away,Knicks,-,-
20210515,Nets,home,Bulls,-,-
20210515,Bulls,away,Nets,-,-
20210515,Pacers,home,Lakers,-,-
20210515,Lakers,away,Pacers,-,-
20210515,Spurs,home,Suns,-,-
20210515,Suns,away,Spurs,-,-
20210515,Timberwolves,home,Celtics,-,-
20210515,Celtics,away,Timberwolves,-,-
